Indexcd,Idxtrd01,Idxtrd02,Idxtrd03,Idxtrd04,Idxtrd05,Idxtrd06,Idxtrd07,Idxtrd08
399006,2011/10/24,761.43,772.96,741.33,772.41,16202.21,290030.06,1.1935
399006,2011/10/25,770.84,799.1,769.29,797.86,21337.47,398764.53,3.2949
399006,2011/10/26,794.29,820.81,791,811.13,28601.45,534351.89,1.6632
399006,2011/10/27,810.72,821.29,807.12,810.92,24169.69,456384.96,-0.0259
399006,2011/10/28,820.42,833.73,813.93,833.42,28569.06,544171.6,2.7746
399006,2011/10/31,834.3,852.8,831.5,852.8,33706.71,664392.25,2.3254
399006,2011/11/1,843.8,855.35,840.06,853.36,32315.8,622057.7,0.0657
399006,2011/11/2,837.07,881.05,833.9,881.05,40174.42,779409.69,3.2448
399006,2011/11/3,885.87,898.31,877.66,877.66,49208.89,977890.06,-0.3848
399006,2011/11/4,881.62,887.67,876.44,882.25,32252.72,630572.04,0.523
399006,2011/11/7,880.15,889.34,876.54,878.76,24018.97,478041.63,-0.3956
399006,2011/11/8,878.45,879.9,861.38,862.36,24203.27,474839.51,-1.8663
399006,2011/11/9,866.91,891.12,860.75,891.12,33880.92,657287.94,3.335
399006,2011/11/10,881.69,911.73,878.99,895.27,51276.54,999043.56,0.4657
399006,2011/11/11,893.72,901.8,885.59,891.19,37616.77,700641.78,-0.4557
399006,2011/11/14,899.11,917.27,899.11,915.98,38853.14,770580.37,2.7817
399006,2011/11/15,916.62,922.81,912.81,920.97,36823.29,740618.29,0.5448
399006,2011/11/16,921.3,922.07,888.88,893.51,34659.91,708269.11,-2.9816
399006,2011/11/17,893.79,911.9,890.82,898.34,28625.09,614390.85,0.5406
399006,2011/11/18,892.63,892.75,868.26,869.19,29080.09,596143.58,-3.2449
399006,2011/11/21,866.98,868.31,849.56,863.13,21007.59,424983.31,-0.6972
399006,2011/11/22,856.2,868.48,852.04,868.43,18211.04,382835.43,0.614
399006,2011/11/23,868.78,874.3,863.06,864.81,18656.07,397223.17,-0.4168
399006,2011/11/24,856.67,874.92,852,868.14,19079.67,401280.95,0.3851
399006,2011/11/25,866.99,874.48,860.63,863.5,19581.64,393919.75,-0.5345
399006,2011/11/28,864.38,871.28,858.46,866.84,19906.85,404363.96,0.3868
399006,2011/11/29,872.2,880.31,866.74,880.31,22210.64,456767.59,1.5539
399006,2011/11/30,878.68,878.68,824.95,838.11,27117,540886.05,-4.7938
399006,2011/12/1,861.55,872.34,852.87,852.87,27629.08,575909.23,1.7611
399006,2011/12/2,849.18,849.18,825.08,829.18,19491.27,401165.97,-2.7777
399006,2011/12/5,825.6,826.09,790.3,792.5,16922.97,335326.38,-4.4236
399006,2011/12/6,788.44,801.93,783.28,798.1,14750,297248.34,0.7066
399006,2011/12/7,797.18,806.42,794.37,802.63,13196.31,263431.71,0.5676
399006,2011/12/8,799.49,819.97,788.62,809.43,20344.7,408655.97,0.8472
399006,2011/12/9,802.13,812.17,796.19,798.84,14542.96,299686.95,-1.3083
399006,2011/12/12,798.81,803.74,789.79,790.79,12468.99,244142.31,-1.0077
399006,2011/12/13,787.08,787.08,765.04,768.92,16302.03,294796.34,-2.7656
399006,2011/12/14,766.18,773.77,754.32,755.76,14494.24,280576.25,-1.7115
399006,2011/12/15,751.55,756.81,743.27,746.56,16266.07,285649.06,-1.2173
399006,2011/12/16,745.52,778.78,745.52,778.78,18991.72,345623.06,4.3158
399006,2011/12/19,774.65,793.44,767.07,793.44,24879.6,459689.74,1.8824
399006,2011/12/20,791.82,799.66,780.92,781.42,19283.7,370305.05,-1.5149
399006,2011/12/21,786.98,791.23,760.92,761.34,19060.06,363042.55,-2.5697
399006,2011/12/22,754.48,767.32,727.74,757.9,23525.01,439096.13,-0.4518
399006,2011/12/23,754.89,770.38,750.96,761.44,18914.29,348757.78,0.4671
399006,2011/12/26,760.67,769.92,751.61,753.05,15785.71,290111.21,-1.1019
399006,2011/12/27,749.61,749.92,725.11,727.17,16388.21,302578.65,-3.4367
399006,2011/12/28,721.84,721.84,700.11,717.55,16077.74,283982.81,-1.3229
399006,2011/12/29,714.58,722.2,710.65,716.55,12410.16,223431.8,-0.1394
399006,2011/12/30,718.03,730.53,718.03,729.5,14660.67,272110.27,1.8073
399006,2012/1/4,734.74,737.91,707.11,707.11,13871.23,267022.45,-3.0692
399006,2012/1/5,700.32,701.04,665.41,666.91,18768.29,327951.81,-5.6851
399006,2012/1/6,662.65,672.13,645.8,669.02,15886.43,280568.83,0.3164
399006,2012/1/9,667.86,692.42,657.18,692.42,19986.05,346778.06,3.4977
399006,2012/1/10,691.65,718.29,690.5,716.45,26415.41,464045.66,3.4704
399006,2012/1/11,715.04,728.66,710.53,717.94,23986.62,433167.78,0.208
399006,2012/1/12,715.82,724.08,708.68,709.89,20392.42,373887.4,-1.1213
399006,2012/1/13,709.05,709.63,665.26,666.08,24370.38,433990.51,-6.1714
399006,2012/1/16,657.8,657.8,633.31,633.91,17159.65,290673.35,-4.8298
399006,2012/1/17,630.78,664.7,623.64,662.69,23208.58,384827.34,4.5401
399006,2012/1/18,662.94,665.6,621.67,624.91,23974.09,403576.63,-5.701
399006,2012/1/19,621.65,637.02,612.28,632.8,23735.49,376431.37,1.2626
399006,2012/1/20,634.83,648.14,634.57,646.38,19910.05,309300.6,2.146
399006,2012/1/30,649.42,660.06,644.88,651.25,18887.83,302141.94,0.7534
399006,2012/1/31,649.37,650.49,637.43,648.68,16670.52,265730.94,-0.3946
399006,2012/2/1,647.49,663.27,644.58,650.78,18201.8,303814.13,0.3237
399006,2012/2/2,652.06,665.4,652.06,665.4,20464.28,325690.5,2.2465
399006,2012/2/3,665.35,681.89,663.01,680.05,24698.46,389081,2.2017
399006,2012/2/6,681.04,689.96,680.7,686.51,24296.45,385383.96,0.9499
399006,2012/2/7,683.88,683.88,669.54,673.68,19595.04,320879.85,-1.8689
399006,2012/2/8,673.07,692.3,669.63,692.3,23832.42,384896.84,2.7639
399006,2012/2/9,692.36,705.7,690.68,697.79,30002.74,496794.42,0.793
399006,2012/2/10,696.53,703.09,693.75,698.85,23820.72,381008.24,0.1519
399006,2012/2/13,694.24,718.67,690.53,714.96,28310.76,488032.17,2.3052
399006,2012/2/14,714.75,717.77,707.97,712.3,20257.69,342189.85,-0.372
399006,2012/2/15,711.62,724.75,707.14,724.75,27964.76,467574.54,1.7479
399006,2012/2/16,723.43,731.45,714.4,721.83,27687.48,463834.63,-0.4029
399006,2012/2/17,722.62,726.94,709.23,717.8,22266.08,388368.29,-0.5583
399006,2012/2/20,726.88,731.41,720.97,721.1,28849.23,523157.13,0.4597
399006,2012/2/21,719.29,736.88,713.65,736.88,32311.7,602533.29,2.1883
399006,2012/2/22,737.78,759.56,737.78,759.56,43984.5,810925.43,3.0778
399006,2012/2/23,760.67,765.42,748.62,756.9,37529.07,715340.6,-0.3502
399006,2012/2/24,756.16,764.74,755.19,762.29,34297.4,650660.42,0.7121
399006,2012/2/27,763.96,771.3,760.24,760.37,38475.56,726443.77,-0.2519
399006,2012/2/28,757.45,758.17,737.37,747.77,38245.77,706700.22,-1.6571
399006,2012/2/29,747.22,748.09,734.24,735.34,28241.53,547733.15,-1.6623
399006,2012/3/1,734.25,748.8,733.78,743.15,26229.51,506282.77,1.0621
399006,2012/3/2,743.85,757.67,743.85,757.67,25605.5,470616.85,1.9538
399006,2012/3/5,759.65,766.75,758.83,759.37,29847.09,573974.34,0.2244
399006,2012/3/6,758.08,758.72,743.61,750.84,29970.19,598661.49,-1.1233
399006,2012/3/7,743.05,759.45,740.61,749.27,27863.03,532623.25,-0.2091
399006,2012/3/8,751.98,764,751.98,761.7,26906.91,497876.08,1.6589
399006,2012/3/9,764.48,777.69,763.72,777.69,33554.64,634921.59,2.0993
399006,2012/3/12,779.51,786.05,778.51,786.05,35010.76,701106,1.075
399006,2012/3/13,785.53,792.38,782.94,792.38,37235.66,700500.41,0.8053
399006,2012/3/14,795.12,799.83,750.13,756.46,53538.84,1023185.4,-4.5332
399006,2012/3/15,754.53,759.53,735.09,746.44,34472.33,639131.77,-1.3246
399006,2012/3/16,748.05,765.56,745.35,765.56,29284.95,554999.29,2.5615
399006,2012/3/19,764.95,779.56,763.36,779.56,29687.54,578718.59,1.8287
399006,2012/3/20,777.39,777.39,755.4,755.58,28426.05,543601.07,-3.0761
399006,2012/3/21,758.89,761.34,737.99,751.79,27109.29,530275.23,-0.5016
399006,2012/3/22,750.45,756.35,744.89,750.85,20228.55,396525.01,-0.125
399006,2012/3/23,748.87,750.69,735.15,737.89,19820.45,369130.21,-1.726
399006,2012/3/26,735.16,742.26,731.31,737.21,16179.28,327777.88,-0.0922
399006,2012/3/27,739.44,745.83,733.84,735.73,19252.53,382469.62,-0.2008
399006,2012/3/28,732.68,732.68,697.51,698.49,24739.57,447825.51,-5.0622
399006,2012/3/29,692.37,695.96,676.99,683.96,19204.67,326852.11,-2.0798
399006,2012/3/30,682.28,686.5,673.49,678.52,18063.01,275784.62,-0.7954
399006,2012/4/5,677.76,698.3,676.51,697.75,19991.54,375513.31,2.8344
399006,2012/4/6,697.86,705.38,695.65,701.9,20178.41,369862.21,0.5948
399006,2012/4/9,699.87,701.59,689.72,689.72,15479.76,290199.42,-1.7361
399006,2012/4/10,686.48,697.17,672.99,697.17,18215.61,335170.91,1.0802
399006,2012/4/11,689.85,701.93,685.75,698.49,16125.93,288481.44,0.1896
399006,2012/4/12,699.42,713.25,697.74,713.12,20603.8,364808.29,2.0955
399006,2012/4/13,715.04,723.89,714.24,718.96,22678.02,406011.01,0.8182
399006,2012/4/16,714.85,719.88,712.02,716.23,17205.15,322445.07,-0.3797
399006,2012/4/17,716.53,718.46,708.4,709.14,18331.95,318286.28,-0.9899
399006,2012/4/18,710.14,724.03,710.1,723.46,23659.54,402711.74,2.0198
399006,2012/4/19,723.83,728.46,721.59,725.12,23413.26,401205.68,0.2292
399006,2012/4/20,724.13,728.72,720.83,728.72,21775.91,386724.58,0.4962
399006,2012/4/23,724.9,724.9,689.44,690.43,37180.98,588739.61,-5.2539
399006,2012/4/24,680.61,689.88,663.92,681.53,28765.8,452279.27,-1.2888
399006,2012/4/25,679.75,684.48,674.55,682.52,20080.01,330383.55,0.1453
399006,2012/4/26,683.02,685.82,673.94,678.44,17817.59,278650.56,-0.5978
399006,2012/4/27,677.55,689.1,676.07,685.13,18780.34,292645.3,0.9856
399006,2012/5/2,692.35,696.42,686.18,693.61,20888.51,341278.62,1.2374
399006,2012/5/3,693.4,699.41,690.76,699.31,19526.25,323074.37,0.8214
399006,2012/5/4,699.88,713.84,699.88,713.19,26183.82,451257.56,1.9848
399006,2012/5/7,710.98,733.05,709.87,733.05,30942.82,570310.07,2.7845
399006,2012/5/8,733.83,738.52,730.55,731.72,30246.33,558248.11,-0.1803
399006,2012/5/9,727.6,727.7,718.72,719.35,25383.03,465508.13,-1.6909
399006,2012/5/10,718.24,730.78,718.24,727.29,23533.38,430923.53,1.1031
399006,2012/5/11,726.56,730.83,720.93,721.08,27206.69,444199.13,-0.8534
399006,2012/5/14,725.52,729.67,717.94,719.87,26574.01,440695.32,-0.1672
399006,2012/5/15,714.58,720.21,709.63,720.12,23916.55,364995.88,0.0338
399006,2012/5/16,718.71,722.21,709.88,709.96,19817.55,333992.32,-1.4107
399006,2012/5/17,709.5,718.44,703.93,716.17,20170.24,330325.32,0.8753
399006,2012/5/18,711.69,717.27,705.25,706.22,25575.89,412418.69,-1.3899
399006,2012/5/21,705.86,709.68,698.81,704.8,21619.08,357318.25,-0.2001
399006,2012/5/22,706.92,714.91,706.92,714.66,18299.25,306346.36,1.3988
399006,2012/5/23,715.03,717.2,705.2,713.02,24376.92,370542.6,-0.2302
399006,2012/5/24,711.69,718.02,710.07,712.58,26255.63,387948.19,-0.0617
399006,2012/5/25,713.04,714.9,700.62,702.72,22759.69,345920.96,-1.3827
399006,2012/5/28,699.64,707.49,686.07,706.47,23153.63,337880.96,0.5331
399006,2012/5/29,705.79,721.73,704.2,720.45,27797.61,427626.89,1.9794
399006,2012/5/30,720.57,731.28,719.14,727.19,33103.17,500946.33,0.9347
399006,2012/5/31,724.46,740.49,721.71,734.45,35095.04,538708.93,0.9992
399006,2012/6/1,733.62,739.93,730,734.26,31401.51,485888.18,-0.0268
399006,2012/6/4,721.68,734.26,717.04,717.1,32315.17,500438.96,-2.3365
399006,2012/6/5,718.11,721.57,713.58,715.93,20666.23,331477.56,-0.1633
399006,2012/6/6,717.13,722.36,711.19,715.24,19782.15,299825.64,-0.0964
399006,2012/6/7,721.56,725.29,709.17,711.43,21603.54,348270.47,-0.533
399006,2012/6/8,716.42,721.36,710.27,713.92,24857.41,409951.06,0.3504
399006,2012/6/11,714.12,734.5,714.12,734.5,31602.49,536329.09,2.8831
399006,2012/6/12,731.04,739.02,729.71,735.29,31309.38,513891.23,0.1076
399006,2012/6/13,735.6,746.51,735.6,746.51,33775.76,519787.57,1.5247
399006,2012/6/14,745.76,750.28,739.91,740.97,30175.53,477475.18,-0.742
399006,2012/6/15,742.38,747.3,733.33,742.27,29964.75,463657.63,0.1757
399006,2012/6/18,744.05,753.77,744.05,752.98,33432.01,522228.01,1.4429
399006,2012/6/19,751.27,752.77,746.09,747.49,29737.59,464942.21,-0.7286
399006,2012/6/20,747.64,751.9,746.03,748.39,25690.43,404268.95,0.1199
399006,2012/6/21,746.61,746.61,732.17,739.05,29697.51,452708.32,-1.2481
399006,2012/6/25,736.18,736.18,720.47,720.6,25564.98,377150.27,-2.4961
399006,2012/6/26,716.3,719.33,703.03,715.92,22180.03,329394.92,-0.6489
399006,2012/6/27,715.52,728.54,715.38,718.93,22615.26,339012.2,0.4196
399006,2012/6/28,719.09,723.07,710.9,711.14,23770.29,361072.66,-1.0827
399006,2012/6/29,708.11,726.68,705.86,726.68,23974.25,351727.9,2.1852
399006,2012/7/2,730.77,744.96,730.76,741.19,25486.04,412910.54,1.9956
399006,2012/7/3,742.2,751.36,739.92,743.9,28924.37,448443.93,0.3664
399006,2012/7/4,744.7,747.84,736.9,739.62,25897.13,400251.69,-0.5751
399006,2012/7/5,738.49,738.49,721.36,724.31,25330.26,378195.28,-2.0701
399006,2012/7/6,727.69,737.69,712.44,737.29,29916.03,474400.46,1.7915
399006,2012/7/9,733.66,737.79,721.6,722.28,29152.7,460752.05,-2.0356
399006,2012/7/10,719.89,721.81,710.73,713.53,26384.57,387039.13,-1.2121
399006,2012/7/11,710.89,719.3,706.72,719.3,19319.87,311771.28,0.8091
399006,2012/7/12,718.62,735.7,717.2,734.32,27861.66,463916.4,2.0887
399006,2012/7/13,731.49,736.46,722.65,725.79,26743.52,403778.01,-1.1623
399006,2012/7/16,722.82,722.82,691.23,691.39,31584.24,459613.26,-4.7401
399006,2012/7/17,687.74,697,686.11,697,20188.11,305176.73,0.8126
399006,2012/7/18,695.92,702.17,684.3,702.14,20924.48,307089.27,0.7367
399006,2012/7/19,701.23,714.92,698.48,709.17,24634.95,363401.51,1.0009
399006,2012/7/20,707.83,714.15,704.87,706.25,18422.73,268657.74,-0.4112
399006,2012/7/23,703.2,708.21,697.69,704.57,16590.14,246253.85,-0.2375
399006,2012/7/24,700.58,712.1,698.39,706.4,17328.5,251299.51,0.2587
399006,2012/7/25,704.7,715.97,703.35,708.3,20535.3,310420.58,0.2697
399006,2012/7/26,707.77,717.76,704.97,706.73,18133.3,291375.36,-0.2225
399006,2012/7/27,707.97,711.57,698.18,703.58,18349.6,300858.72,-0.4449
399006,2012/7/30,703.7,707.63,685.84,688.47,20272.88,298611.45,-2.1472
399006,2012/7/31,686.54,687.69,672.28,676.96,18909.12,277803.05,-1.6724
399006,2012/8/1,677.53,694.54,676.34,689.49,16706.55,251935.63,1.8508
399006,2012/8/2,688.33,694.83,684.2,690.98,17796.46,276806.26,0.2165
399006,2012/8/3,691.79,711.93,690.26,711.93,21860.07,352299.14,3.0309
399006,2012/8/6,708.26,731.39,706.83,730.42,27909.21,444572.53,2.5977
399006,2012/8/7,729.63,737.58,729.44,736.01,26805.3,415660.18,0.7657
399006,2012/8/8,734.88,734.88,723.98,730.07,21141.93,305933.45,-0.808
399006,2012/8/9,729.5,743.23,727.7,743.2,23042.98,346011.83,1.799
399006,2012/8/10,743.29,744.84,736.55,743.07,21083.51,331867.18,-0.017
399006,2012/8/13,742.38,742.38,726.93,727.64,21342.68,322153.4,-2.0773
399006,2012/8/14,726.84,736.45,714.65,736.35,22154.81,334945.14,1.197
399006,2012/8/15,734.87,736.28,728.49,729.73,17349.62,276182.45,-0.8986
399006,2012/8/16,728.66,730.13,720.72,723.53,14831.62,224421.66,-0.8496
399006,2012/8/17,721.33,723.2,714.02,721.05,17544.34,255179.8,-0.3429
399006,2012/8/20,718.14,732.67,713.15,730.87,22120.17,285707.25,1.3615
399006,2012/8/21,730.29,752.78,729.99,748.94,32955.66,449684.25,2.4723
399006,2012/8/22,749,756.53,743.61,746.85,30925.67,439584.75,-0.278
399006,2012/8/23,745.47,751.71,741.38,750.56,32146.91,457020.09,0.4965
399006,2012/8/24,747.73,750.36,733.31,733.31,28133.15,395134.97,-2.2985
399006,2012/8/27,731.67,731.67,721.2,722.57,28447.8,392856.37,-1.4639
399006,2012/8/28,720.83,733.13,717.53,727.62,24449.62,343041.22,0.6978
399006,2012/8/29,726.7,736.74,722.82,726.94,26542.45,362923.44,-0.0928
399006,2012/8/30,727.21,729.05,692.14,704.04,32754.97,464671.77,-3.151
399006,2012/8/31,701.37,710.02,698.62,706.63,21448.5,266355.94,0.3679
399006,2012/9/3,703.81,725.17,701.7,723.87,25424.88,345370.08,2.4406
399006,2012/9/4,724.7,732.36,721.52,722.72,27342.48,371206.66,-0.1589
399006,2012/9/5,721.07,732.77,719.34,730.62,26823.85,348393.06,1.0924
399006,2012/9/6,732.46,739.74,731.24,739.74,28157.19,374182.01,1.2489
399006,2012/9/7,744.65,764.45,744.24,759.46,51819.45,705546.17,2.6657
399006,2012/9/10,759.69,765.31,756.03,762.31,45953.95,622267.55,0.3757
399006,2012/9/11,761.55,762.51,756.77,761.73,45056.82,561551.99,-0.0763
399006,2012/9/12,763.04,766.52,754.32,762.51,37068.76,470920.32,0.1024
399006,2012/9/13,761.78,764.36,749.89,749.89,37760.56,482175.44,-1.6549
399006,2012/9/14,753.6,756.2,738.95,744.46,31576.27,410907.53,-0.7238
399006,2012/9/17,742.69,742.69,724.15,724.15,24635.44,314796.09,-2.7293
399006,2012/9/18,722.38,730.36,720.45,723.61,19298.87,253742.26,-0.0739
399006,2012/9/19,724.89,730.3,723.64,728.25,18972.4,246381.2,0.6414
399006,2012/9/20,727.96,727.96,704.91,706.69,29262.73,364005.63,-2.9602
399006,2012/9/21,703.42,706.52,689.53,691.14,25041.86,321446.33,-2.2011
399006,2012/9/24,685.99,695.19,678.35,690.34,21079.5,278022.51,-0.1158
399006,2012/9/25,688.21,693.76,680.65,682.34,18515.05,248335.59,-1.1593
399006,2012/9/26,680.47,682.67,660.12,661.49,18623.53,242918.93,-3.055
399006,2012/9/27,662.78,680.48,662.78,676.96,22653.4,296215.05,2.3382
399006,2012/9/28,674.19,691.06,671.61,689.64,20643.66,269252.8,1.8735
399006,2012/10/8,690.35,693.64,686.27,690.77,15187.23,208786.05,0.1634
399006,2012/10/9,691.39,712.78,691.39,712.7,25379.14,330129.96,3.1755
399006,2012/10/10,712.15,722.52,709.92,721.85,28489.79,387299.69,1.2833
399006,2012/10/11,720.39,724.7,711.63,711.8,27352.65,369513.27,-1.3924
399006,2012/10/12,711.83,721.26,700.97,708.87,24612.94,333285.62,-0.4115
399006,2012/10/15,706.23,707.13,694.12,701.96,23887.77,314850.86,-0.9739
399006,2012/10/16,700.94,711.87,698.97,705.39,22052.66,294559.13,0.4878
399006,2012/10/17,706.09,711.41,701.64,709.09,19972.52,242957.5,0.5254
399006,2012/10/18,709.29,721.68,709.29,720.52,24794.01,318511.92,1.6119
399006,2012/10/19,720.85,722.61,715.92,719.45,20094.96,261036.4,-0.1493
399006,2012/10/22,716.53,724.29,714.7,724.28,18569.34,254074.48,0.6713
399006,2012/10/23,723.83,725.38,710.55,711.26,22775.35,322153.52,-1.7971
399006,2012/10/24,707.31,713.96,704.41,707.75,19674.16,260952.39,-0.4933
399006,2012/10/25,707.88,710.98,696.45,697.44,21227.83,268477.32,-1.4577
399006,2012/10/26,695.89,697.46,680.91,685.33,20327.6,271276.13,-1.7354
399006,2012/10/29,684.34,691.6,682.76,688.12,15212.27,207407.32,0.4067
399006,2012/10/30,688.51,694.67,687.79,689.61,14609.03,191305.57,0.2165
399006,2012/10/31,689.63,691.65,685.05,691.65,15192.67,196011.23,0.2963
399006,2012/11/1,692.06,702.95,692.06,701.78,22009.26,287142.28,1.4639
399006,2012/11/2,702.03,703.13,697.06,701.38,16692.6,232037.94,-0.0567
399006,2012/11/5,700.11,703.46,690.94,692.87,19865.59,267728.85,-1.2136
399006,2012/11/6,693.36,693.37,679.96,690.5,22446.33,295382.29,-0.3422
399006,2012/11/7,689.79,692.58,686.61,689.75,16928.6,228159.91,-0.1088
399006,2012/11/8,684.89,685.45,675.76,675.85,18908.65,232002.26,-2.0148
399006,2012/11/9,674.59,679.02,671.69,672.67,15797.85,198327.97,-0.4704
399006,2012/11/12,674.76,681.3,671.63,676.6,17617.13,242618.09,0.5838
399006,2012/11/13,676.26,676.38,666.34,667.33,18807.93,252148.28,-1.3701
399006,2012/11/14,666.4,667.78,657.58,665.19,16645.18,218847.38,-0.321
399006,2012/11/15,662.9,667.87,657.35,659.21,18546.2,239828.05,-0.8981
399006,2012/11/16,659.38,660.11,653.02,656.2,19170.58,241188.34,-0.4574
399006,2012/11/19,654.78,657.38,647.87,656.94,20689.92,241006.42,0.1128
399006,2012/11/20,657.4,661.24,656.08,656.61,19894.95,234530.58,-0.0502
399006,2012/11/21,656.44,661.89,646.64,660.03,22249.3,253898.42,0.5218
399006,2012/11/22,659.13,659.2,650.39,651.83,19664.9,226069.11,-1.2433
399006,2012/11/23,652.94,656.36,650.27,651.43,21348.25,242962.92,-0.0608
399006,2012/11/26,651.06,651.06,638.38,638.88,17782.19,206301.5,-1.9268
399006,2012/11/27,635.26,635.26,615.59,616.28,22742.89,258347.07,-3.5365
399006,2012/11/28,611.91,611.91,605.69,607.67,18008.44,197395.66,-1.3977
399006,2012/11/29,607.17,611.89,601.18,603.17,16375.34,169025.46,-0.7405
399006,2012/11/30,602.95,608.54,601.05,606.77,16123.9,173635.8,0.5962
399006,2012/12/3,605.6,607.25,593.2,593.66,17162.11,179551.08,-2.16
399006,2012/12/4,592.4,601.5,585.44,600.8,19999.13,209291.01,1.2029
399006,2012/12/5,599.45,627.85,597.76,624.82,28778.18,314873.58,3.9985
399006,2012/12/6,625.16,630.22,619.49,624.32,25014.62,256813.88,-0.081
399006,2012/12/7,624.15,638.17,622.22,637.49,33553.92,336659.36,2.1093
399006,2012/12/10,638.24,647.54,636.17,646.32,37835.08,392087.29,1.3854
399006,2012/12/11,645.25,646.79,640.69,641.17,34459.14,355557.16,-0.7971
399006,2012/12/12,639.91,640.93,631.14,639.51,30435.76,327866.45,-0.2586
399006,2012/12/13,638.09,641.17,631.19,632.18,28441.03,303038.59,-1.1459
399006,2012/12/14,631.45,656.59,631.22,656.22,45351.05,501247.64,3.8021
399006,2012/12/17,656.75,658.39,646.27,649.61,38045.15,456380.98,-1.0065
399006,2012/12/18,648.56,654.35,643.05,646.05,35361.25,408044.45,-0.5489
399006,2012/12/19,645.14,654.41,644.97,652.1,29997.74,354353.2,0.9372
399006,2012/12/20,652.04,658.31,648.49,658.31,37058.89,415242.37,0.9523
399006,2012/12/21,658.54,670.81,655.63,668.09,41771.92,516214.79,1.4853
399006,2012/12/24,666.28,679.76,665.88,679.76,34743.24,464642.98,1.7468
399006,2012/12/25,679.57,695.91,678.82,694.12,45486.36,589770.91,2.1121
399006,2012/12/26,693.29,709.08,691.99,709.08,45426.1,593349.09,2.1551
399006,2012/12/27,709.91,712.85,699.37,699.57,46103.57,596007.7,-1.3406
399006,2012/12/28,698.91,707.67,694.77,707.67,38024.24,503190.8,1.1577
399006,2012/12/31,708.24,713.86,703.62,713.86,38545.64,554977.33,0.8754
399006,2013/1/4,717.3,718.39,699.17,705.34,42879.8,597914.35,-1.1936
399006,2013/1/7,704.37,718.11,702.39,718.11,47342.27,658540.42,1.8108
399006,2013/1/8,718.43,735.34,716.3,733.14,55833.17,775471.18,2.0921
399006,2013/1/9,732.01,740.64,727.91,734.51,52945.32,721909.53,0.1866
399006,2013/1/10,734.31,743.55,734.31,741.18,47001.85,645041.94,0.9086
399006,2013/1/11,740.9,746.04,730.4,731.59,53273.55,753230.95,-1.2943
399006,2013/1/14,735.65,761.73,735.18,760.55,58622.42,855565.16,3.9589
399006,2013/1/15,763.63,781.42,763.63,778.6,73550.01,1062266,2.3737
399006,2013/1/16,777.04,779.93,762.04,774.49,55487.09,777355.59,-0.5289
399006,2013/1/17,773.79,775.82,767.49,768.31,40923.73,585323.14,-0.7976
399006,2013/1/18,771.31,787.5,771.31,787.39,45304.99,725017.46,2.4831
399006,2013/1/21,788.07,793.23,783.42,792.6,44241.23,687410.55,0.6622
399006,2013/1/22,792.31,792.55,769.09,775.14,43268.6,657795.85,-2.2035
399006,2013/1/23,773.74,779.56,765.36,778.48,37617.89,576351.94,0.4313
399006,2013/1/24,778.64,784.32,750.36,757.87,49883.12,747066.07,-2.6473
399006,2013/1/25,757.61,766.78,756.61,762.85,31389.94,483326.78,0.657
399006,2013/1/28,764.09,784.76,764.09,784.76,34131.88,534125.69,2.8724
399006,2013/1/29,785.76,795.07,785.76,791.67,39890.74,621118.37,0.8807
399006,2013/1/30,791.96,792.77,778.3,783.68,39508.07,595973.02,-1.0091
399006,2013/1/31,784.11,784.11,771.15,776.01,41874.98,608185.78,-0.9796
399006,2013/2/1,775.11,785.52,772.94,782.36,39155.41,575545.81,0.8193
399006,2013/2/4,783.74,786.56,767.85,771.9,41124.35,612506.29,-1.3371
399006,2013/2/5,768.41,781.57,765.97,780.98,30608.52,470800.7,1.1762
399006,2013/2/6,781.32,794.5,781.32,791.26,32944.04,498903.75,1.3165
399006,2013/2/7,792.86,806.31,789.37,805.59,33112.83,536929.76,1.8101
399006,2013/2/8,804.96,824.31,804.96,823.03,38384.59,633044.79,2.1651
399006,2013/2/18,829.66,835.66,825.95,835.28,47726.16,749795.43,1.4883
399006,2013/2/19,834.97,835.41,816.96,819.71,42640.75,663542.99,-1.8638
399006,2013/2/20,819.03,850.86,819.03,850.86,50922.72,824085.59,3.8006
399006,2013/2/21,846.64,853.27,829.6,839.3,56797.95,895011.47,-1.3592
399006,2013/2/22,837.13,848.16,836.87,838.76,40485.24,635950.12,-0.0637
399006,2013/2/25,838.88,857.85,838.88,855.69,45066.63,729270.16,2.0186
399006,2013/2/26,853.28,865.8,849.94,851.22,50609.77,874071.7,-0.5232
399006,2013/2/27,852.13,856.12,835.94,846.09,43004.98,716350.34,-0.6023
399006,2013/2/28,846.34,861.1,844.2,861.1,46351.53,742940.65,1.7735
399006,2013/3/1,860.8,885.18,859.83,884.89,60758.98,991798.89,2.7635
399006,2013/3/4,880.25,888.79,855.05,863.5,63946.11,1054624.34,-2.4174
399006,2013/3/5,861.23,888.32,857.54,888.1,47562.73,816750.23,2.8488
399006,2013/3/6,890.23,905.16,890.23,902.9,55146.5,947293.34,1.6669
399006,2013/3/7,902.41,902.41,867.87,877.34,52498.88,908923.75,-2.8315
399006,2013/3/8,877.73,882.14,861.81,864.7,37737.83,629511.72,-1.4405
399006,2013/3/11,863.12,872.18,858.04,869.15,28122.77,480663.13,0.5147
399006,2013/3/12,869.72,873.47,828.04,839.84,47517.05,755425.22,-3.3727
